time,mote_id,node,strobes,message_type,message,tx,rx,size
3.076615,,19,,energy,,0.086077,0.002207,
3.083019,,14,,energy,,0.086078,0.002207,
3.085792,,18,,energy,,0.086081,0.002208,
3.096402,,2,,energy,,0.086076,0.004552,
3.100101,,5,,energy,,0.08608,0.004415,
3.102419,,15,,energy,,0.086078,0.0,
3.104743,,13,,energy,,0.086072,0.01348,
3.107874,,6,,energy,,0.086076,0.006335,
3.118067,,17,,energy,,0.086075,0.002207,
3.122131,,12,,energy,,0.086079,0.011988,
3.126759,,4,,energy,,0.086079,6.1e-05,
3.135101,,21,,energy,,0.086077,0.002206,
3.136958,,20,,energy,,0.086075,0.002207,
3.90526,,8,,energy,,0.086079,0.011949,
3.913586,,3,,energy,,0.086076,0.004414,
3.914786,,11,,energy,,0.086078,0.006621,
3.933265,,10,,energy,,0.086075,0.002207,
3.944193,,16,,energy,,0.086077,0.002207,
3.951615,,19,,energy,,0.086077,0.002207,
3.958019,,14,,energy,,0.086078,0.002207,
3.960793,,18,,energy,,0.086081,0.002208,
3.971402,,2,,energy,,0.086076,0.004552,
3.975101,,5,,energy,,0.08608,0.004415,
3.977419,,15,,energy,,0.086078,0.0,
3.979744,,13,,energy,,0.086072,0.01348,
3.982874,,6,,energy,,0.086076,0.006335,
3.993067,,17,,energy,,0.086075,0.002207,
3.99713,,12,,energy,,0.086079,0.011988,
4.001759,,4,,energy,,0.086079,6.1e-05,
4.010101,,21,,energy,,0.086077,0.002206,
4.011959,,20,,energy,,0.086075,0.002207,
4.017541,,9,,energy,,0.086078,0.006621,
4.017622,,7,,energy,,0.08608,0.006658,
4.03026,,8,,energy,,0.086079,0.011949,
4.037611,,3,,energy,,0.086076,0.004414,
4.03808,1,1,,dio,,,,
4.038586,,3,,energy,,0.086076,0.004414,
4.039785,,11,,energy,,0.086078,0.006621,
4.05729,,10,,energy,,0.086075,0.002207,
4.058266,,10,,energy,,0.086075,0.002207,
4.069193,,16,,energy,,0.086077,0.002207,
4.076615,,19,,energy,,0.086077,0.002207,
4.083019,,14,,energy,,0.086078,0.002207,
4.085793,,18,,energy,,0.086081,0.002208,
4.102419,,15,,energy,,0.086078,0.0,
4.104468,,3,,energy,,0.086076,0.004414,
4.104468,,5,,energy,,0.08608,0.007678,
4.104468,,4,,energy,,0.086079,6.1e-05,
4.104468,,2,,energy,,0.086076,0.007814,
4.1045,,1,,energy,,0.032627,0.344311,
4.104743,,13,,energy,,0.086072,0.01348,
4.107874,,6,,energy,,0.086076,0.006335,
4.108432,,3,,energy,,0.086076,0.004414,
4.108432,,2,,energy,,0.086076,0.007814,
4.108432,,4,,energy,,0.086079,6.1e-05,
4.108432,,5,,energy,,0.08608,0.007678,
4.108464,,1,,energy,,0.035888,0.344311,
4.112401,,4,,energy,,0.086079,6.1e-05,
4.112401,,5,,energy,,0.08608,0.007678,
4.112401,,1,,energy,,0.039151,0.344311,
4.112401,,3,,energy,,0.086076,0.004414,
4.112401,,2,,energy,,0.086076,0.007814,
4.118067,,17,,energy,,0.086075,0.002207,
4.12213,,12,,energy,,0.086079,0.011988,
4.135101,,21,,energy,,0.086077,0.002206,
4.136959,,20,,energy,,0.086075,0.002207,
4.142541,,9,,energy,,0.086078,0.006621,
4.142622,,7,,energy,,0.08608,0.006658,
4.15526,,8,,energy,,0.086079,0.011949,
4.164786,,11,,energy,,0.086078,0.006621,
4.183265,,10,,energy,,0.086075,0.002207,
4.194193,,16,,energy,,0.086077,0.002207,
4.195715,,4,,energy,,0.086079,0.003323,
4.195715,,5,,energy,,0.08608,0.007678,
4.195715,,2,,energy,,0.086076,0.007814,
4.195715,,3,,energy,,0.086076,0.007677,
4.195747,,1,,energy,,0.107666,0.344311,
4.20024,,19,,energy,,0.086077,0.002207,
4.201614,,19,,energy,,0.086077,0.002207,
4.208019,,14,,energy,,0.086078,0.002207,
4.210792,,18,,energy,,0.086081,0.002208,
4.221402,,2,,energy,,0.086076,0.007814,
4.225101,,5,,energy,,0.08608,0.007678,
4.227419,,15,,energy,,0.086078,0.0,
4.229743,,13,,energy,,0.086072,0.01348,
4.232874,,6,,energy,,0.086076,0.006335,
4.243067,,17,,energy,,0.086075,0.002207,
4.24713,,12,,energy,,0.086079,0.011988,
4.251759,,4,,energy,,0.086079,0.003323,
4.260101,,21,,energy,,0.086077,0.002206,
4.261959,,20,,energy,,0.086075,0.002207,
4.267541,,9,,energy,,0.086078,0.006621,
4.267622,,7,,energy,,0.08608,0.006658,
4.28026,,8,,energy,,0.086079,0.011949,
4.288586,,3,,energy,,0.086076,0.007677,
4.289786,,11,,energy,,0.086078,0.006621,
4.308266,,10,,energy,,0.086075,0.002207,
4.319192,,16,,energy,,0.086077,0.002207,
4.326615,,19,,energy,,0.086077,0.002207,
4.333018,,14,,energy,,0.086078,0.002207,
4.335792,,18,,energy,,0.086081,0.002208,
4.346402,,2,,energy,,0.086076,0.007814,
4.350101,,5,,energy,,0.08608,0.007678,
4.352419,,15,,energy,,0.086078,0.0,
4.354743,,13,,energy,,0.086072,0.01348,
4.357874,,6,,energy,,0.086076,0.006335,
4.368066,,17,,energy,,0.086075,0.002207,
4.37213,,12,,energy,,0.086079,0.011988,
4.376759,,4,,energy,,0.086079,0.003323,
4.3851,,21,,energy,,0.086077,0.002206,
4.386959,,20,,energy,,0.086075,0.002207,
4.392541,,9,,energy,,0.086078,0.006621,
4.392622,,7,,energy,,0.08608,0.006658,
4.40526,,8,,energy,,0.086079,0.011949,
4.413586,,3,,energy,,0.086076,0.007677,
4.414786,,11,,energy,,0.086078,0.006621,
4.433266,,10,,energy,,0.086075,0.002207,
4.444192,,16,,energy,,0.086077,0.002207,
4.451615,,19,,energy,,0.086077,0.002207,
4.458018,,14,,energy,,0.086078,0.002207,
